State,County,income_1989,income_2010,income_2023,income_1989_real_2023,income_2010_real_2023,income_2023.1,pct_highschool_or_more (1990),pct_highschool_or_more (2010),pct_highschool_or_more_(2023),Established firms 1989,Established firms 2010,Established firms 2022,Pop 1890,Pop 1990,Pop 2010,Pop 2023,churches_1890,churches_1990,churches_2010,churches_2020,church_density_1890,church_density_1990,church_density_2010,church_density_2020,church_persistence_index,Church_persistence_index_3yr,Index_v2,z1890,z1990,index_1890_1990_raw,index_1890_1990
OH,MORGAN,21396,34962,55971,52317,48604,55971,71.6,83.0,88.5,11.0,13,12,19143.0,14194,15054,13646,72.0,42,44,42,3.76,2.96,2.92,3.08,0.394741708147066,0.394065430710731,0.4291393309642260,0.46428571428571400,0.941176470588235,0.7027310924369740,0.37142714758424900
OH,MORROW,27318,49891,71047,66797,69358,71047,71.3,86.3,91.4,31.0,24,50,18120.0,27749,34827,35595,79.0,51,62,74,4.36,1.84,1.78,2.08,-0.292484833983413,-0.359715741937913,-0.2318002543269500,1.1785714285714300,-0.37647058823529400,0.4010504201680670,0.1441227819555060
OH,MUSKINGUM,23967,39538,59203,58603,54965,59203,71.1,86.5,90.3,181.0,108,128,51210.0,82068,86074,86305,155.0,133,148,139,3.03,1.62,1.72,1.61,-0.292484833983413,-0.525366945973881,-0.5817060360612510,-0.404761904761905,-0.6352941176470590,-0.5200280112044820,-0.5498731143107130
OH,NOBLE,21617,39500,55360,52857,54912,55360,69.9,80.3,85.3,12.0,11,14,20753.0,11336,14645,14311,72.0,40,33,34,3.47,3.53,2.25,2.38,0.184854188715989,0.223742333985994,0.2071420680807160,0.11904761904761900,1.6117647058823500,0.8654061624649860,0.49399633081441900
OH,OTTAWA,31360,53463,75728,76680,74324,75728,75.9,89.7,94.1,100.0,58,74,21974.0,40029,41428,39803,57.0,57,55,54,2.59,1.42,1.33,1.36,-0.979711376113891,-0.71984762263282,-0.8356045515602110,-0.9285714285714290,-0.8705882352941180,-0.8995798319327730,-0.8358502874090860
OH,PAULDING,28345,46459,68167,69308,64587,68167,72.2,86.1,90.4,27.0,17,17,25932.0,20488,19614,18706,87.0,42,43,42,3.35,2.05,2.19,2.25,-0.292484833983413,-0.174704833096568,-0.1888155376795610,-0.023809523809523800,-0.12941176470588300,-0.07661064425770330,-0.21577579695667200
OH,PERRY,21517,42388,64737,52613,58927,64737,68.6,84.2,88.3,51.0,31,38,31151.0,31557,36058,35551,104.0,69,75,70,3.34,2.19,2.08,1.97,-0.292484833983413,-0.225945121691454,-0.2450640953341870,-0.035714285714286,0.03529411764705860,-0.0002100840336137030,-0.15821101912450900
OH,PICKAWAY,28403,49262,72927,69450,68483,72927,69.7,82.9,88.4,61.0,45,90,26959.0,48255,55698,61086,82.0,55,72,70,3.04,1.14,1.29,1.15,-0.979711376113891,-0.840852348913277,-0.8919023066776660,-0.3928571428571430,-1.2000000000000000,-0.7964285714285720,-0.7581299228382550
OH,PIKE,19486,35912,49552,47646,49924,49552,60.8,77.4,85.6,45.0,31,29,17482.0,24249,28709,27001,76.0,38,55,49,4.35,1.57,1.92,1.81,-0.292484833983413,-0.44742581002286,-0.3192506022138090,1.1666666666666700,-0.6941176470588240,0.236274509803921,0.019970699243241000
OH,PORTAGE,30253,50447,72822,73973,70131,72822,79.3,90.4,92.9,273.0,228,297,27868.0,142585,161419,162665,79.0,95,136,142,2.83,0.67,0.84,0.87,-0.979711376113891,-1.12116550825121,-1.1962864288683000,-0.6428571428571430,-1.7529411764705900,-1.1978991596638700,-1.0606220138664800
OH,PREBLE,27582,49780,71237,67442,69204,71237,72.5,85.6,92.6,54.0,40,48,23421.0,40113,42270,40556,88.0,68,79,73,3.76,1.7,1.87,1.8,-0.292484833983413,-0.430229358450131,-0.3854904526884520,0.46428571428571400,-0.5411764705882360,-0.038445378151260800,-0.18701978969862600
OH,PUTNAM,32492,56573,82785,79448,78647,82785,77.5,90.9,94.7,47.0,39,44,30188.0,33819,34499,34199,84.0,55,49,48,2.78,1.63,1.42,1.4,-0.74104186476419,-0.639157945489417,-0.7312776763621030,-0.7023809523809520,-0.6235294117647060,-0.6629551820728290,-0.6575630424091960
OH,RICHLAND,27329,42664,57649,66824,59311,57649,73.5,84.3,89.5,298.0,171,207,38072.0,126137,124475,125064,102.0,147,198,204,2.68,1.17,1.59,1.63,-0.531154345333114,-0.661040102529774,-0.7594882708954390,-0.8214285714285710,-1.1647058823529400,-0.9930672268907560,-0.9062893143622830
OH,ROSS,24286,42626,59819,59383,59258,59819,67.6,82.3,88.9,122.0,74,94,39454.0,69330,78064,76501,97.0,84,116,112,2.46,1.21,1.49,1.46,-0.979711376113891,-0.711010425360736,-0.8414705078340770,-1.083333333333330,-1.1176470588235300,-1.1004901960784300,-0.9872282412133720
OH,SANDUSKY,29060,48056,62500,71056,66807,62500,76.6,87.4,93.3,115.0,77,98,30617.0,61963,60944,58709,82.0,75,81,80,2.68,1.21,1.33,1.36,-0.979711376113891,-0.770479188859826,-0.8709521867599600,-0.8214285714285710,-1.1176470588235300,-0.9695378151260500,-0.8885608401628260
OH,SCIOTO,17595,32812,49571,43023,45615,49571,63.8,81.2,88.7,143.0,67,89,35377.0,80327,79499,71969,105.0,135,166,147,2.97,1.68,2.09,2.04,-0.292484833983413,-0.331879430161344,-0.3949089356136640,-0.4761904761904760,-0.5647058823529410,-0.5204481792717090,-0.5501896942071310
OH,SENECA,26988,42573,65020,65990,59184,65020,75.3,87.5,93.2,117.0,61,73,40869.0,59733,56745,54527,132.0,93,84,79,3.23,1.56,1.48,1.45,-0.74104186476419,-0.631124295187409,-0.6597411584658090,-0.16666666666666700,-0.7058823529411770,-0.4362745098039220,-0.4867681882912190
OH,SHELBY,30929,48475,72822,75626,67389,72822,72.9,85.5,91.4,91.0,56,54,24707.0,44915,49423,47765,77.0,57,65,57,3.12,1.27,1.32,1.19,-0.979711376113891,-0.793921515591003,-0.8354128200519240,-0.2976190476190480,-1.0470588235294100,-0.6723389355742300,-0.6646333267625500
OH,STARK,27852,44941,65740,68103,62476,65740,76.0,87.8,92.8,892.0,509,659,84170.0,367585,375586,372716,189.0,339,436,433,2.25,0.92,1.16,1.16,-0.979711376113891,-0.923159927501531,-1.0803952915939900,-1.333333333333330,-1.4588235294117600,-1.3960784313725500,-1.2099421983440400
OH,SUMMIT,28996,47926,71016,70900,66626,71016,78.3,89.5,92.9,1294.0,895,1173,54089.0,514990,541781,535733,111.0,388,486,499,2.05,0.75,0.9,0.93,-0.979711376113891,-1.0748784113156,-1.258735866805900,-1.5714285714285700,-1.6588235294117600,-1.615126050420170,-1.3749858510104100
OH,TRUMBULL,28186,42296,55088,68919,58799,55088,75.2,86.5,90.0,422.0,258,291,42373.0,227813,210312,200373,142.0,200,286,299,3.35,0.88,1.36,1.49,-0.979711376113891,-0.815663216172592,-0.8181048150024780,-0.023809523809523800,-1.5058823529411800,-0.7648459383753500,-0.7343336672907700
OH,TUSCARAWAS,24773,42081,64494,60574,58501,64494,71.9,84.5,88.9,229.0,109,142,46618.0,84090,92582,91874,148.0,164,185,200,3.17,1.95,2.0,2.18,-0.292484833983413,-0.259255053728122,-0.2971740296667800,-0.23809523809523800,-0.24705882352941200,-0.2425770308123250,-0.34082485604212300
OH,UNION,33244,68452,109506,81287,95161,109506,76.2,90.3,95.2,69.0,81,112,22860.0,31969,52300,69637,111.0,42,62,68,4.86,1.31,1.19,0.98,-0.979711376113891,-0.859479321222759,-0.6618577547305050,1.7738095238095200,-1.0,0.38690476190476200,0.13346459210940400
OH,VAN WERT,28642,44415,65344,70034,61745,65344,79.2,89.9,93.6,60.0,39,34,29671.0,30464,28744,28704,109.0,53,50,51,3.67,1.74,1.74,1.78,-0.292484833983413,-0.45611436255267,-0.4243454253772060,0.3571428571428570,-0.49411764705882400,-0.06848739495798340,-0.20965525229257400
OH,VINTON,19066,34242,53813,46619,47603,53813,58.7,76.3,83.1,18.0,14,11,16045.0,11098,13435,12474,61.0,32,34,30,3.8,2.88,2.53,2.41,0.185731062125787,0.140819305808653,0.1784983173473800,0.5119047619047610,0.8470588235294110,0.6794817927170860,0.353909726649072
OH,WARREN,36728,71274,107843,89806,99084,107843,75.5,90.8,95.0,280.0,339,439,25468.0,113909,212693,252148,91.0,115,162,194,3.57,1.01,0.76,0.77,-0.979711376113891,-1.07936518418102,-1.0571782913367900,0.2380952380952380,-1.3529411764705900,-0.5574229691876750,-0.5780487250919910
OH,WASHINGTON,24456,41654,61355,59799,57907,61355,77.5,88.0,92.9,152.0,94,103,42380.0,62254,61778,58577,134.0,129,137,130,3.16,2.07,2.22,2.22,-0.292484833983413,-0.16891159166963,-0.2098348447448020,-0.25000000000000000,-0.10588235294117700,-0.17794117647058800,-0.29212431530968800
OH,WAYNE,29190,48375,71769,71374,67250,71769,73.6,84.7,86.3,190.0,149,205,39005.0,101461,114520,116510,135.0,194,234,272,3.46,1.91,2.04,2.33,-0.292484833983413,-0.227931443384259,-0.2242065185729100,0.10714285714285700,-0.29411764705882400,-0.0934873949579834,-0.22849175612949700
OH,WILLIAMS,28451,44538,61834,69567,61916,61834,76.1,88.7,91.4,74.0,49,62,24897.0,36956,37642,36591,127.0,65,76,74,5.1,1.76,2.02,2.02,-0.292484833983413,-0.333649698295518,-0.1029100454112190,2.0595238095238100,-0.47058823529411800,0.7944677871148450,0.4405470916357010
OH,WOOD,31197,53298,73124,76282,74094,73124,83.8,92.2,95.2,231.0,196,223,44392.0,113269,125488,132650,155.0,138,146,134,3.49,1.22,1.16,1.01,-0.979711376113891,-0.882149751392032,-0.8727513917620220,0.14285714285714300,-1.1058823529411800,-0.4815126050420170,-0.5208532904723170
OH,WYANDOT,27454,47216,71878,67129,65639,71878,76.5,87.6,94.8,43.0,27,31,21722.0,22254,22615,21457,68.0,47,45,41,3.13,2.11,1.99,1.91,-0.292484833983413,-0.279467532684873,-0.3268748455862230,-0.28571428571428600,-0.05882352941176500,-0.17226890756302500,-0.2878504867080330
OK,ADAIR,16886,29811,48028,41289,41443,48028,56.1,76.5,82.8,25.0,18,24,,18421,22683,19627,,53,56,57,DNE,2.88,2.47,2.9,0.155195323387566,0.228662744794715,0.2902118186070430,,0.8470588235294110,0.8470588235294110,0.48017234200412900
OK,ALFALFA,18407,42500,67870,45008,59083,67870,77.3,81.7,85.8,17.0,7,12,,6416,5642,5673,,35,30,25,DNE,5.46,5.32,4.41,1.56018414638674,1.85335690683705,2.204608249698920,,3.5,3.5,2.4790578079928300
OK,ATOKA,13898,31179,52034,33983,43345,52034,59.8,77.3,83.6,24.0,18,24,,12778,14182,14525,,54,54,49,DNE,4.23,3.81,3.37,0.872957604256266,0.975466728804098,1.1656867155751400,,2.435294117647060,2.435294117647060,1.6768443504674300
OK,BEAVER,27372,49743,64266,66929,69152,64266,75.3,83.6,85.1,26.0,8,12,2674.0,6023,5636,5018,,29,27,26,DNE,4.81,4.79,5.18,1.76919479240802,1.72959552084444,2.073678377132700,,3.1176470588235300,3.1176470588235300,2.1909701022516700
OK,BECKHAM,19154,43642,52323,46835,60671,52323,66.5,80.3,84.3,72.0,76,63,,18812,22119,22042,,46,55,52,DNE,2.45,2.49,2.36,-0.292484833983413,0.0170578500523074,0.0390427163066958,,0.3411764705882350,0.3411764705882350,0.09901014671581760
OK,BLAINE,20395,41421,59304,49869,57583,59304,71.2,81.1,84.7,29.0,19,22,,11470,11943,8539,,50,51,48,DNE,4.36,4.27,5.62,1.4999895423201,1.58756105333856,1.9149435032110600,,2.588235294117650,2.588235294117650,1.7920794327639000
OK,BRYAN,16610,37230,54280,40614,51757,54280,67.3,84.1,87.6,49.0,66,94,,32089,42416,48967,,86,95,89,DNE,2.68,2.24,1.82,-0.0538153226337119,-0.100537091639723,-0.109639479565996,,0.6117647058823530,0.6117647058823530,0.3028876000095660
OK,CADDO,17857,36413,52817,43663,50621,52817,66.2,81.0,86.7,68.0,31,37,,29550,29600,26214,,116,114,97,DNE,3.93,3.85,3.7,1.08196825027754,0.981688397448469,1.1805787604830200,,2.0823529411764700,2.0823529411764700,1.4109172374755900
OK,CANADIAN,33855,60489,85427,82781,84091,85427,82.3,90.8,92.2,137.0,234,329,7158.0,74409,115541,175829,,80,134,144,DNE,1.08,1.16,0.82,-0.979711376113891,-0.95557693040592,-1.1155183453768000,,-1.2705882352941200,-1.2705882352941200,-1.1153903359469400
OK,CARTER,21800,38385,58856,53305,53362,58856,70.3,83.2,87.8,113.0,101,127,,42919,47557,48596,,92,125,124,DNE,2.14,2.63,2.55,0.156072196797365,0.0157536146590172,0.0437959682255245,,-0.0235294117647059,-0.0235294117647059,-0.17578120337575600
OK,CHEROKEE,17513,32322,53668,42822,44934,53668,69.9,83.9,89.9,83.0,65,66,,34049,46987,48185,,61,82,75,DNE,1.79,1.75,1.56,-0.292484833983413,-0.487584384470578,-0.5607426306798370,,-0.4352941176470590,-0.4352941176470590,-0.4860295018662420
OK,CHOCTAW,12451,27549,45456,30445,38298,45456,57.9,76.5,86.3,29.0,23,21,,15302,15205,14276,,62,58,50,DNE,4.05,3.81,3.5,1.08196825027754,0.959212791881391,1.1501451952572900,,2.223529411764710,2.223529411764710,1.5172880826723200
OK,CIMARRON,19173,34096,57204,46881,47400,57204,71.0,79.3,85.3,9.0,3,4,,3301,2475,2191,,18,20,18,DNE,5.45,8.08,8.22,3.11486588475036,3.31213884596167,3.137164446979730,,3.5,3.5,2.4790578079928300
OK,CLEVELAND,29975,52688,74446,73294,73246,74446,83.9,90.4,92.3,377.0,523,590,6605.0,174253,255755,301193,,115,237,261,DNE,0.66,0.93,0.87,-0.979711376113891,-1.101870593041,-1.283415589801010,,-1.764705882352940,-1.764705882352940,-1.4876882941355200
OK,COAL,14177,31764,48162,34665,44158,48162,60.4,78.5,84.4,5.0,4,7,,5780,5925,5266,,25,22,24,DNE,4.33,3.71,4.56,1.29097889629882,1.22393630501404,1.4717284971061700,,2.552941176470590,2.552941176470590,1.7654867214647100
OK,COMANCHE,24378,44012,59000,59608,61185,59000,81.1,88.5,90.6,221.0,164,151,,111486,124098,121574,,144,189,207,DNE,1.29,1.52,1.7,-0.531154345333114,-0.634373883139451,-0.7272205262636410,,-1.0235294117647100,-1.0235294117647100,-0.92924135685265
OK,COTTON,18978,44144,60313,46404,61368,60313,62.8,82.5,85.3,11.0,5,5,,6651,6193,5427,,27,28,24,DNE,4.06,4.52,4.42,1.32151463503704,1.32495946596805,1.5948761581337500,,2.235294117647060,2.235294117647060,1.5261523197720500
OK,CRAIG,18986,39836,50182,46424,55380,50182,66.8,80.5,86.2,37.0,23,28,,14104,15029,14494,,39,51,47,DNE,2.77,3.39,3.24,0.394741708147066,0.4950178469543,0.6127202767608770,,0.7176470588235290,0.7176470588235290,0.38266573390711900
OK,CREEK,23795,42314,61849,58183,58824,61849,68.9,83.4,90.5,139.0,94,122,,60915,69967,73332,,115,134,143,DNE,1.89,1.92,1.95,-0.292484833983413,-0.34104035660028,-0.3837562203995280,,-0.31764705882353000,-0.31764705882353000,-0.39738713086896000
OK,CUSTER,22592,42108,57562,55241,58538,57562,75.1,84.4,88.4,83.0,71,74,,26897,27469,28266,,71,84,79,DNE,2.64,3.06,2.79,0.394741708147066,0.290124143438333,0.3660093741381100,,0.5647058823529410,0.5647058823529410,0.26743065161065300
OK,DELAWARE,18681,34383,55114,45678,47799,55114,66.2,82.1,87.4,56.0,55,76,,28070,41487,41703,,67,88,93,DNE,2.39,2.12,2.23,-0.292484833983413,-0.113788400187782,-0.1173749088191070,,0.2705882352941180,0.2705882352941180,0.04582472411744850
OK,DEWEY,18968,39940,60550,46380,55524,60550,68.2,84.8,92.6,12.0,12,16,,5551,4810,4286,,43,29,28,DNE,7.75,6.03,6.53,3.14277100325918,3.019382790821,3.259911080780090,,3.5,3.5,2.4790578079928300
OK,ELLIS,20017,43032,56992,48945,59823,56992,73.8,87.8,88.2,14.0,13,13,,4497,4151,3648,,26,24,22,DNE,5.78,5.78,6.03,2.4564213345385,2.37971408596999,2.8429290254851100,,3.5,3.5,2.4790578079928300
OK,GARFIELD,23243,40636,67302,56833,56492,67302,76.5,85.6,87.5,134.0,89,114,,56735,60580,62023,,90,124,109,DNE,1.59,2.05,1.76,-0.292484833983413,-0.421690939441414,-0.4773476530748120,,-0.6705882352941180,-0.6705882352941180,-0.6633142438608050
OK,GARVIN,18659,37785,57127,45624,52528,57127,63.4,80.5,87.6,57.0,45,49,,26605,27576,25865,,75,90,92,DNE,2.82,3.26,3.56,0.603752354168344,0.542537304130392,0.6716619731786310,,0.7764705882352940,0.7764705882352940,0.4269869194057600
OK,GRADY,21885,45260,75730,53512,62920,75730,69.0,85.3,90.5,86.0,74,106,,41747,52431,57375,,83,86,101,DNE,1.99,1.64,1.76,-0.292484833983413,-0.424132486370403,-0.4861107058429780,,-0.20000000000000000,-0.20000000000000000,-0.3087447598716780
OK,GRANT,21659,42043,61824,52960,58448,61824,77.9,90.0,91.2,11.0,6,6,,5689,4527,4083,,38,31,28,DNE,6.68,6.85,6.86,3.14364787666898,3.02807354880252,3.4430983399285600,,3.5,3.5,2.4790578079928300
OK,GREER,17010,35096,60183,41592,48790,60183,64.7,77.2,81.7,18.0,5,12,5338.0,6559,6239,5466,,25,26,26,DNE,3.81,4.17,4.76,1.29097889629882,1.25126522886271,1.5138020140790300,,1.941176470588240,1.9411764705882300,1.3045463922788500
OK,HARMON,13880,31679,54286,33939,44040,54286,58.0,71.6,83.5,5.0,5,4,,3793,2922,2392,,18,13,14,DNE,4.75,4.45,5.85,1.7386590536698,1.77302795952201,2.132623092626720,,3.047058823529410,3.047058823529410,2.1377846796533000
OK,HARPER,22813,39946,59191,55781,55532,59191,76.1,84.1,87.6,15.0,6,6,,4063,3685,3190,,17,15,14,DNE,4.18,4.07,4.39,1.08196825027754,1.23909795210208,1.490420209052870,,2.3764705882352900,2.3764705882352900,1.6325231649687900
OK,HASKELL,15592,37474,49930,38125,52096,49930,56.4,75.9,85.7,23.0,17,17,,10940,12769,11832,,48,54,42,DNE,4.39,4.23,3.55,1.08196825027754,1.15292231636784,1.3767070146683700,,2.623529411764710,2.623529411764710,1.8186721440630800
OK,HUGHES,15168,32677,47923,37088,45427,47923,58.7,75.8,84.1,28.0,14,13,,13023,14003,13436,,65,59,56,DNE,4.99,4.21,4.17,1.32063776162725,1.42221900697047,1.6949549486190900,,3.329411764705880,3.329411764705880,2.3505263700467700
OK,JACKSON,21715,41437,61497,53097,57605,61497,74.1,82.0,86.7,59.0,46,46,,28764,26446,24669,,51,58,61,DNE,1.77,2.19,2.47,-0.292484833983413,-0.196276659979447,-0.2044613211843280,,-0.4588235294117650,-0.4588235294117650,-0.503757976065698
OK,JEFFERSON,15553,32750,48750,38030,45529,48750,58.7,75.8,84.8,17.0,7,7,,7010,6472,5347,,27,26,26,DNE,3.85,4.02,4.86,1.29097889629882,1.24561318828395,1.507408965391810,,1.9882352941176500,1.9882352941176500,1.3400033406777600
OK,JOHNSTON,15264,34556,50911,37323,48039,50911,61.0,81.2,87.5,10.0,16,22,,10032,10957,10216,,45,43,35,DNE,4.49,3.92,3.43,0.872957604256266,1.07721116784015,1.2838108511102700,,2.741176470588240,2.741176470588240,1.907314515060360
OK,KAY,24295,39505,56673,59405,54919,56673,76.8,85.6,90.5,118.0,71,62,,48056,46562,43641,,90,102,99,DNE,1.87,2.19,2.27,-0.292484833983413,-0.213927234062505,-0.2288467807626550,,-0.3411764705882350,-0.3411764705882350,-0.41511560506841600
OK,KINGFISHER,25367,49104,70617,62026,68264,70617,76.2,83.2,90.2,41.0,35,36,8332.0,13212,15034,15481,1.0,43,39,31,0.12,3.25,2.59,2.0,0.185731062125787,0.158888201946635,-0.320717866999561,-3.5,1.2823529411764700,-1.108823529411770,-0.9935070758256800
OK,KIOWA,16322,32565,42063,39910,45271,42063,65.0,84.4,86.0,38.0,12,7,,11347,9446,8398,,46,39,34,DNE,4.05,4.13,4.05,1.08196825027754,1.15123179538076,1.3843339676163300,,2.223529411764710,2.223529411764710,1.5172880826723200
OK,LATIMER,17477,42639,41048,42734,59276,41048,63.1,81.3,84.7,23.0,12,16,,10333,11154,9526,,44,42,42,DNE,4.26,3.77,4.41,1.08196825027754,1.19020911160109,1.431119491849760,,2.470588235294120,2.470588235294120,1.703437061766620
OK,LE FLORE,18832,36335,50027,46047,50512,50027,61.2,79.1,85.3,74.0,64,83,,43270,50384,49596,,148,161,158,DNE,3.42,3.2,3.19,0.394741708147066,0.595470732933549,0.72257190215587,,1.4823529411764700,1.4823529411764700,0.95884114538945
OK,LINCOLN,21515,42282,59425,52608,58780,59425,68.8,85.3,89.0,52.0,43,52,,29216,34273,34562,,76,85,83,DNE,2.6,2.48,2.4,-0.0538153226337119,0.0591636518905612,0.0874485765254723,,0.5176470588235290,0.5176470588235290,0.23197370321174000
OK,LOGAN,24050,48683,82735,58806,67679,82735,72.0,87.2,91.7,57.0,71,88,12770.0,29011,41848,53029,4.0,50,69,73,0.31,1.72,1.65,1.38,-0.501495480004691,-0.566164046082386,-1.0018788218676400,-3.5,-0.5176470588235300,-2.0088235294117600,-1.6716212139548800
OK,LOVE,20320,41629,62940,49686,57872,62940,66.5,78.3,85.3,18.0,16,12,,8157,9423,10296,,28,23,22,DNE,3.43,2.44,2.14,-0.0538153226337119,0.195342707595538,0.2353220425545720,,1.4941176470588200,1.4941176470588200,0.9677053824891780
OK,MCCLAIN,25437,53708,84778,62198,74664,84778,72.2,87.8,88.6,50.0,70,90,,22795,34506,47072,,65,76,76,DNE,2.85,2.2,1.61,-0.0538153226337119,-0.113045604576595,-0.1290084646665590,,0.8117647058823530,0.8117647058823530,0.45357963070494400
OK,MCCURTAIN,16413,31082,50175,40132,43210,50175,59.2,78.9,85.7,65.0,40,62,,33433,33151,30660,,119,135,137,DNE,3.56,4.07,4.47,1.08196825027754,1.10631861787024,1.3418491750982700,,1.6470588235294100,1.6470588235294100,1.0829404647856400
OK,MCINTOSH,17738,30620,46203,43372,42568,46203,61.5,77.1,86.6,47.0,19,37,,16779,20252,19603,,52,56,59,DNE,3.1,2.77,3.01,0.394741708147066,0.377026942606156,0.4649987819358240,,1.1058823529411800,1.1058823529411800,0.6751855581981490
OK,MAJOR,23568,46748,69229,57628,64989,69229,70.9,85.9,90.1,20.0,21,17,,8055,7527,7581,,33,35,30,DNE,4.1,4.65,3.96,1.32151463503704,1.2699066608602,1.5243241302796400,,2.2823529411764700,2.2823529411764700,1.561609268170970
OK,MARSHALL,16292,40419,56495,39837,56190,56495,60.7,79.6,84.7,32.0,15,28,,10829,15840,15970,,38,40,38,DNE,3.51,2.53,2.38,0.424400573475488,0.286449877932426,0.3450715875440950,,1.5882352941176500,1.5882352941176500,1.0386192792870000
OK,MAYES,21209,41228,57279,51859,57315,57279,67.9,83.4,89.3,75.0,56,70,,33366,41259,39889,,96,117,113,DNE,2.88,2.84,2.83,0.394741708147066,0.303281989540694,0.3785680620066780,,0.8470588235294110,0.8470588235294110,0.48017234200412900
OK,MURRAY,18321,40870,61904,44798,56817,61904,64.0,79.8,85.8,20.0,22,22,,12042,13488,13754,,37,38,35,DNE,3.07,2.82,2.54,0.394741708147066,0.283714735749418,0.3497392007642440,,1.0705882352941200,1.070588235294120,0.6485928468989640
OK,MUSKOGEE,20407,37002,51999,49898,51440,51999,68.3,82.9,87.0,140.0,91,76,,68078,70990,66677,,137,178,168,DNE,2.01,2.51,2.52,0.156072196797365,-0.0507951186509131,-0.0339659429053454,,-0.17647058823529500,-0.17647058823529500,-0.29101628567222200
OK,NOBLE,23227,39515,70071,56794,54933,70071,72.8,88.5,91.1,21.0,13,18,,11045,11561,10832,,31,34,29,DNE,2.81,2.94,2.68,0.394741708147066,0.27920188153814,0.3494666526661510,,0.764705882352941,0.764705882352941,0.41812268230603200
OK,NOWATA,18274,37500,52679,44683,52132,52679,67.4,83.5,90.4,26.0,9,11,,9992,10536,9438,,30,25,30,DNE,3.0,2.37,3.18,0.155195323387566,0.291942536027951,0.366555845717242,,0.9882352941176470,0.9882352941176470,0.5865431872008670
OK,OKFUSKEE,15738,33286,45441,38482,46274,45441,60.7,78.8,83.3,13.0,14,10,,11551,12191,11300,,33,37,33,DNE,2.86,3.04,2.92,0.394741708147066,0.365487742338056,0.4539038612319240,,0.8235294117647060,0.8235294117647060,0.46244386780467200
OK,OKLAHOMA,26129,42916,65374,63890,59661,65374,79.1,85.4,88.5,2148.0,1869,2306,11742.0,599611,718633,808866,86.0,567,905,967,7.32,0.95,1.26,1.2,-0.979711376113891,-0.883456964342961,-0.3390269382276240,3.5,-1.423529411764710,1.038235294117650,0.6242161948747120
OK,OKMULGEE,17368,37820,53123,42468,52577,53123,66.3,82.4,88.2,61.0,54,58,,36490,40069,37035,,77,93,104,DNE,2.11,2.32,2.81,-0.0834741879621345,-0.0119552813317147,0.0136106486716803,,-0.05882352941176500,-0.05882352941176500,-0.2023739146749400
OK,OSAGE,24617,41125,60482,60193,57171,60482,73.0,87.3,89.6,51.0,46,69,,41645,47472,46130,4.0,76,80,103,DNE,1.82,1.69,2.23,-0.292484833983413,-0.354923105251475,-0.3966770375665000,,-0.4000000000000000,-0.4000000000000000,-0.45943679056705700
OK,OTTAWA,17716,35483,48656,43318,49328,48656,67.8,82.5,87.2,62.0,42,41,,30561,31848,30287,,85,84,85,DNE,2.78,2.64,2.81,0.394741708147066,0.226760208485281,0.2885643399928050,,0.7294117647058820,0.7294117647058820,0.3915299710068470
OK,PAWNEE,21199,40059,57551,51835,55690,57551,73.0,86.3,87.9,24.0,18,18,,15575,16577,15864,,43,44,47,DNE,2.76,2.65,2.96,0.394741708147066,0.255670558697724,0.3247439318938400,,0.705882352941176,0.705882352941176,0.37380149680739100
OK,PAYNE,19591,34752,48937,47903,48312,48937,82.2,89.2,93.2,138.0,118,149,7215.0,61507,77350,83352,,97,120,120,DNE,1.58,1.55,1.44,-0.501495480004691,-0.611507883978572,-0.7066150046307150,,-0.6823529411764710,-0.6823529411764710,-0.6721784809605330
OK,PITTSBURG,18906,39245,54787,46228,54558,54787,64.3,81.8,87.3,92.0,58,93,,40581,45837,43479,,124,135,135,DNE,3.06,2.95,3.1,0.394741708147066,0.429587098771936,0.5291212929346510,,1.0588235294117600,1.0588235294117600,0.6397286097992360
OK,PONTOTOC,17945,37484,62564,43878,52110,62564,69.3,84.4,90.5,69.0,63,75,,34119,37492,38396,,92,103,102,DNE,2.7,2.75,2.66,0.394741708147066,0.202680844872136,0.2596100844970080,,0.6352941176470590,0.6352941176470590,0.3206160742090220
OK,POTTAWATOMIE,21914,40085,60828,53583,55726,60828,70.3,83.4,88.5,164.0,86,85,,58760,69442,73791,4.0,127,140,142,DNE,2.16,2.02,1.92,-0.292484833983413,-0.25808904162537,-0.2890365486234560,,0.0,0.0,-0.1580527291762990
OK,PUSHMATAHA,13613,26742,44634,33286,37176,44634,57.8,80.4,85.4,23.0,16,12,,10997,11572,10800,,55,52,56,DNE,5.0,4.49,5.19,1.52964840764852,1.7051399347528,2.041820710860200,,3.341176470588240,3.341176470588240,2.359390607146500
OK,ROGER MILLS,20106,48917,62721,49162,68004,62721,72.1,88.6,93.6,9.0,13,13,,4147,3647,3295,,26,23,21,DNE,6.27,6.31,6.37,2.4564213345385,2.69667172316961,3.21702313151352,,3.5,3.5,2.4790578079928300
OK,ROGERS,29389,57443,77688,71861,79857,77688,78.1,89.1,92.2,123.0,115,163,,55170,86905,100248,,84,116,117,DNE,1.52,1.33,1.17,-0.74104186476419,-0.73541015453013,-0.8560571827164770,,-0.7529411764705880,-0.7529411764705880,-0.7253639035589020
